date,student_name,center,city,grade,present
2024-06-04,Amit Patel,Pune-12,Pune,5th,1
2024-06-05,Amit Patel,Pune-12,Pune,5th,1
2024-06-06,Amit Patel,Pune-12,Pune,5th,1
2024-06-07,Amit Patel,Pune-12,Pune,5th,1
2024-06-08,Amit Patel,Pune-12,Pune,5th,1
2024-06-09,Amit Patel,Pune-12,Pune,5th,0
2024-06-10,Amit Patel,Pune-12,Pune,5th,1
2024-06-11,Amit Patel,Pune-12,Pune,5th,1
2024-06-12,Amit Patel,Pune-12,Pune,5th,1
2024-06-13,Amit Patel,Pune-12,Pune,5th,1
2024-06-14,Amit Patel,Pune-12,Pune,5th,1
2024-06-15,Amit Patel,Pune-12,Pune,5th,1
2024-06-16,Amit Patel,Pune-12,Pune,5th,0
2024-06-17,Amit Patel,Pune-12,Pune,5th,1
2024-06-18,Amit Patel,Pune-12,Pune,5th,1
2024-06-19,Amit Patel,Pune-12,Pune,5th,1
2024-06-20,Amit Patel,Pune-12,Pune,5th,1
2024-06-21,Amit Patel,Pune-12,Pune,5th,1
2024-06-22,Amit Patel,Pune-12,Pune,5th,1
2024-06-23,Amit Patel,Pune-12,Pune,5th,1
2024-06-24,Amit Patel,Pune-12,Pune,5th,1
2024-06-25,Amit Patel,Pune-12,Pune,5th,1
2024-06-26,Amit Patel,Pune-12,Pune,5th,1
2024-06-27,Amit Patel,Pune-12,Pune,5th,0
2024-06-28,Amit Patel,Pune-12,Pune,5th,1
2024-06-29,Amit Patel,Pune-12,Pune,5th,1
2024-06-30,Amit Patel,Pune-12,Pune,5th,1
2024-07-01,Amit Patel,Pune-12,Pune,5th,1
2024-07-02,Amit Patel,Pune-12,Pune,5th,1
2024-07-03,Amit Patel,Pune-12,Pune,5th,1
2024-07-04,Amit Patel,Pune-12,Pune,5th,1
2024-07-05,Amit Patel,Pune-12,Pune,5th,1
2024-07-06,Amit Patel,Pune-12,Pune,5th,1
2024-07-07,Amit Patel,Pune-12,Pune,5th,1
2024-07-08,Amit Patel,Pune-12,Pune,5th,1
2024-07-09,Amit Patel,Pune-12,Pune,5th,1
2024-07-10,Amit Patel,Pune-12,Pune,5th,1
2024-07-11,Amit Patel,Pune-12,Pune,5th,0
2024-07-12,Amit Patel,Pune-12,Pune,5th,1
2024-07-13,Amit Patel,Pune-12,Pune,5th,1
2024-07-14,Amit Patel,Pune-12,Pune,5th,1
2024-07-15,Amit Patel,Pune-12,Pune,5th,1
2024-07-16,Amit Patel,Pune-12,Pune,5th,1
2024-07-17,Amit Patel,Pune-12,Pune,5th,1
2024-07-18,Amit Patel,Pune-12,Pune,5th,1
2024-07-19,Amit Patel,Pune-12,Pune,5th,0
2024-07-20,Amit Patel,Pune-12,Pune,5th,1
2024-07-21,Amit Patel,Pune-12,Pune,5th,1
2024-07-22,Amit Patel,Pune-12,Pune,5th,1
2024-07-23,Amit Patel,Pune-12,Pune,5th,1
2024-07-24,Amit Patel,Pune-12,Pune,5th,0
2024-07-25,Amit Patel,Pune-12,Pune,5th,1
2024-07-26,Amit Patel,Pune-12,Pune,5th,1
2024-07-27,Amit Patel,Pune-12,Pune,5th,1
2024-07-28,Amit Patel,Pune-12,Pune,5th,1
2024-07-29,Amit Patel,Pune-12,Pune,5th,1
2024-07-30,Amit Patel,Pune-12,Pune,5th,1
2024-07-31,Amit Patel,Pune-12,Pune,5th,1
2024-08-01,Amit Patel,Pune-12,Pune,5th,1
2024-08-02,Amit Patel,Pune-12,Pune,5th,1
2024-08-03,Amit Patel,Pune-12,Pune,5th,0
2024-08-04,Amit Patel,Pune-12,Pune,5th,1
2024-08-05,Amit Patel,Pune-12,Pune,5th,1
2024-08-06,Amit Patel,Pune-12,Pune,5th,1
2024-08-07,Amit Patel,Pune-12,Pune,5th,1
2024-08-08,Amit Patel,Pune-12,Pune,5th,0
2024-08-09,Amit Patel,Pune-12,Pune,5th,1
2024-08-10,Amit Patel,Pune-12,Pune,5th,0
2024-08-11,Amit Patel,Pune-12,Pune,5th,1
2024-08-12,Amit Patel,Pune-12,Pune,5th,1
2024-08-13,Amit Patel,Pune-12,Pune,5th,1
2024-08-14,Amit Patel,Pune-12,Pune,5th,1
2024-08-15,Amit Patel,Pune-12,Pune,5th,1
2024-08-16,Amit Patel,Pune-12,Pune,5th,1
2024-08-17,Amit Patel,Pune-12,Pune,5th,1
2024-08-18,Amit Patel,Pune-12,Pune,5th,1
2024-08-19,Amit Patel,Pune-12,Pune,5th,1
2024-08-20,Amit Patel,Pune-12,Pune,5th,1
2024-08-21,Amit Patel,Pune-12,Pune,5th,1
2024-08-22,Amit Patel,Pune-12,Pune,5th,0
2024-08-23,Amit Patel,Pune-12,Pune,5th,1
2024-08-24,Amit Patel,Pune-12,Pune,5th,1
2024-08-25,Amit Patel,Pune-12,Pune,5th,1
2024-08-26,Amit Patel,Pune-12,Pune,5th,1
2024-08-27,Amit Patel,Pune-12,Pune,5th,1
2024-08-28,Amit Patel,Pune-12,Pune,5th,1
2024-08-29,Amit Patel,Pune-12,Pune,5th,1
2024-08-30,Amit Patel,Pune-12,Pune,5th,1
2024-08-31,Amit Patel,Pune-12,Pune,5th,0
2024-09-01,Amit Patel,Pune-12,Pune,5th,1
2024-09-02,Amit Patel,Pune-12,Pune,5th,1
2024-09-03,Amit Patel,Pune-12,Pune,5th,1
2024-09-04,Amit Patel,Pune-12,Pune,5th,1
2024-09-05,Amit Patel,Pune-12,Pune,5th,1
2024-09-06,Amit Patel,Pune-12,Pune,5th,1
2024-09-07,Amit Patel,Pune-12,Pune,5th,1
2024-09-08,Amit Patel,Pune-12,Pune,5th,1
2024-09-09,Amit Patel,Pune-12,Pune,5th,1
2024-09-10,Amit Patel,Pune-12,Pune,5th,1
2024-09-11,Amit Patel,Pune-12,Pune,5th,1
2024-09-12,Amit Patel,Pune-12,Pune,5th,1
2024-09-13,Amit Patel,Pune-12,Pune,5th,1
2024-09-14,Amit Patel,Pune-12,Pune,5th,1
2024-09-15,Amit Patel,Pune-12,Pune,5th,1
2024-09-16,Amit Patel,Pune-12,Pune,5th,1
2024-09-17,Amit Patel,Pune-12,Pune,5th,1
2024-09-18,Amit Patel,Pune-12,Pune,5th,1
2024-09-19,Amit Patel,Pune-12,Pune,5th,1
2024-09-20,Amit Patel,Pune-12,Pune,5th,1
2024-09-21,Amit Patel,Pune-12,Pune,5th,1
2024-09-22,Amit Patel,Pune-12,Pune,5th,1
2024-09-23,Amit Patel,Pune-12,Pune,5th,1
2024-09-24,Amit Patel,Pune-12,Pune,5th,1
2024-09-25,Amit Patel,Pune-12,Pune,5th,1
2024-09-26,Amit Patel,Pune-12,Pune,5th,1
2024-09-27,Amit Patel,Pune-12,Pune,5th,1
2024-09-28,Amit Patel,Pune-12,Pune,5th,1
2024-09-29,Amit Patel,Pune-12,Pune,5th,1
2024-09-30,Amit Patel,Pune-12,Pune,5th,1
2024-10-01,Amit Patel,Pune-12,Pune,5th,1
2024-10-02,Amit Patel,Pune-12,Pune,5th,1
2024-10-03,Amit Patel,Pune-12,Pune,5th,1
2024-10-04,Amit Patel,Pune-12,Pune,5th,1
2024-10-05,Amit Patel,Pune-12,Pune,5th,1
2024-10-06,Amit Patel,Pune-12,Pune,5th,1
2024-10-07,Amit Patel,Pune-12,Pune,5th,1
2024-10-08,Amit Patel,Pune-12,Pune,5th,1
2024-10-09,Amit Patel,Pune-12,Pune,5th,0
2024-10-10,Amit Patel,Pune-12,Pune,5th,1
2024-10-11,Amit Patel,Pune-12,Pune,5th,1
2024-10-12,Amit Patel,Pune-12,Pune,5th,0
2024-10-13,Amit Patel,Pune-12,Pune,5th,1
2024-10-14,Amit Patel,Pune-12,Pune,5th,1
2024-10-15,Amit Patel,Pune-12,Pune,5th,1
2024-10-16,Amit Patel,Pune-12,Pune,5th,1
2024-10-17,Amit Patel,Pune-12,Pune,5th,1
2024-10-18,Amit Patel,Pune-12,Pune,5th,0
2024-10-19,Amit Patel,Pune-12,Pune,5th,1
2024-10-20,Amit Patel,Pune-12,Pune,5th,1
2024-10-21,Amit Patel,Pune-12,Pune,5th,1
2024-10-22,Amit Patel,Pune-12,Pune,5th,1
2024-10-23,Amit Patel,Pune-12,Pune,5th,1
2024-10-24,Amit Patel,Pune-12,Pune,5th,1
2024-10-25,Amit Patel,Pune-12,Pune,5th,1
2024-10-26,Amit Patel,Pune-12,Pune,5th,1
2024-10-27,Amit Patel,Pune-12,Pune,5th,0
2024-10-28,Amit Patel,Pune-12,Pune,5th,1
2024-10-29,Amit Patel,Pune-12,Pune,5th,1
2024-10-30,Amit Patel,Pune-12,Pune,5th,1
2024-10-31,Amit Patel,Pune-12,Pune,5th,1
2024-11-01,Amit Patel,Pune-12,Pune,5th,1
2024-11-02,Amit Patel,Pune-12,Pune,5th,1
2024-11-03,Amit Patel,Pune-12,Pune,5th,1
2024-11-04,Amit Patel,Pune-12,Pune,5th,1
2024-11-05,Amit Patel,Pune-12,Pune,5th,1
2024-11-06,Amit Patel,Pune-12,Pune,5th,1
2024-11-07,Amit Patel,Pune-12,Pune,5th,1
2024-11-08,Amit Patel,Pune-12,Pune,5th,1
2024-11-09,Amit Patel,Pune-12,Pune,5th,1
2024-11-10,Amit Patel,Pune-12,Pune,5th,1
2024-11-11,Amit Patel,Pune-12,Pune,5th,1
2024-11-12,Amit Patel,Pune-12,Pune,5th,1
2024-11-13,Amit Patel,Pune-12,Pune,5th,1
2024-11-14,Amit Patel,Pune-12,Pune,5th,1
2024-11-15,Amit Patel,Pune-12,Pune,5th,1
2024-11-16,Amit Patel,Pune-12,Pune,5th,1
2024-11-17,Amit Patel,Pune-12,Pune,5th,0
2024-11-18,Amit Patel,Pune-12,Pune,5th,1
2024-11-19,Amit Patel,Pune-12,Pune,5th,1
2024-11-20,Amit Patel,Pune-12,Pune,5th,1
2024-11-21,Amit Patel,Pune-12,Pune,5th,1
2024-11-22,Amit Patel,Pune-12,Pune,5th,0
2024-11-23,Amit Patel,Pune-12,Pune,5th,1
2024-11-24,Amit Patel,Pune-12,Pune,5th,1
2024-11-25,Amit Patel,Pune-12,Pune,5th,1
2024-11-26,Amit Patel,Pune-12,Pune,5th,1
2024-11-27,Amit Patel,Pune-12,Pune,5th,1
2024-11-28,Amit Patel,Pune-12,Pune,5th,0
2024-11-29,Amit Patel,Pune-12,Pune,5th,0
2024-11-30,Amit Patel,Pune-12,Pune,5th,1
2024-12-01,Amit Patel,Pune-12,Pune,5th,1
2024-12-02,Amit Patel,Pune-12,Pune,5th,1
2024-12-03,Amit Patel,Pune-12,Pune,5th,1
2024-12-04,Amit Patel,Pune-12,Pune,5th,1
2024-12-05,Amit Patel,Pune-12,Pune,5th,1
2024-12-06,Amit Patel,Pune-12,Pune,5th,1
2024-12-07,Amit Patel,Pune-12,Pune,5th,1
2024-12-08,Amit Patel,Pune-12,Pune,5th,1
2024-12-09,Amit Patel,Pune-12,Pune,5th,1
2024-12-10,Amit Patel,Pune-12,Pune,5th,1
2024-12-11,Amit Patel,Pune-12,Pune,5th,1
2024-12-12,Amit Patel,Pune-12,Pune,5th,1
2024-12-13,Amit Patel,Pune-12,Pune,5th,1
2024-12-14,Amit Patel,Pune-12,Pune,5th,1
2024-12-15,Amit Patel,Pune-12,Pune,5th,1
2024-12-16,Amit Patel,Pune-12,Pune,5th,0
2024-12-17,Amit Patel,Pune-12,Pune,5th,1
2024-12-18,Amit Patel,Pune-12,Pune,5th,1
2024-12-19,Amit Patel,Pune-12,Pune,5th,1
2024-12-20,Amit Patel,Pune-12,Pune,5th,1
2024-12-21,Amit Patel,Pune-12,Pune,5th,1
2024-12-22,Amit Patel,Pune-12,Pune,5th,1
2024-12-23,Amit Patel,Pune-12,Pune,5th,0
2024-12-24,Amit Patel,Pune-12,Pune,5th,1
2024-12-25,Amit Patel,Pune-12,Pune,5th,1
2024-12-26,Amit Patel,Pune-12,Pune,5th,1
2024-12-27,Amit Patel,Pune-12,Pune,5th,1
2024-12-28,Amit Patel,Pune-12,Pune,5th,1
2024-12-29,Amit Patel,Pune-12,Pune,5th,1
2024-12-30,Amit Patel,Pune-12,Pune,5th,0
2024-12-31,Amit Patel,Pune-12,Pune,5th,1
2024-01-01,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-03,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-07,Neha Sharma,Delhi-05,Delhi,6th,0
2024-01-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-10,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-13,Neha Sharma,Delhi-05,Delhi,6th,0
2024-01-14,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-16,Neha Sharma,Delhi-05,Delhi,6th,0
2024-01-17,Neha Sharma,Delhi-05,Delhi,6th,0
2024-01-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-19,Neha Sharma,Delhi-05,Delhi,6th,0
2024-01-20,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-25,Neha Sharma,Delhi-05,Delhi,6th,0
2024-01-26,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-29,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-01-31,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-01,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-03,Neha Sharma,Delhi-05,Delhi,6th,0
2024-02-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-07,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-09,Neha Sharma,Delhi-05,Delhi,6th,0
2024-02-10,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-14,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-16,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-17,Neha Sharma,Delhi-05,Delhi,6th,0
2024-02-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-19,Neha Sharma,Delhi-05,Delhi,6th,0
2024-02-20,Neha Sharma,Delhi-05,Delhi,6th,0
2024-02-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-22,Neha Sharma,Delhi-05,Delhi,6th,0
2024-02-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-25,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-26,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-27,Neha Sharma,Delhi-05,Delhi,6th,0
2024-02-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-02-29,Neha Sharma,Delhi-05,Delhi,6th,0
2024-03-01,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-03,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-07,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-10,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-14,Neha Sharma,Delhi-05,Delhi,6th,0
2024-03-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-16,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-17,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-19,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-20,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-25,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-26,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-29,Neha Sharma,Delhi-05,Delhi,6th,0
2024-03-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-03-31,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-01,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-02,Neha Sharma,Delhi-05,Delhi,6th,0
2024-04-03,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-07,Neha Sharma,Delhi-05,Delhi,6th,0
2024-04-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-10,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-14,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-16,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-17,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-19,Neha Sharma,Delhi-05,Delhi,6th,0
2024-04-20,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-25,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-26,Neha Sharma,Delhi-05,Delhi,6th,0
2024-04-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-29,Neha Sharma,Delhi-05,Delhi,6th,1
2024-04-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-01,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-03,Neha Sharma,Delhi-05,Delhi,6th,0
2024-05-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-06,Neha Sharma,Delhi-05,Delhi,6th,0
2024-05-07,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-10,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-14,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-16,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-17,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-19,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-20,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-25,Neha Sharma,Delhi-05,Delhi,6th,0
2024-05-26,Neha Sharma,Delhi-05,Delhi,6th,0
2024-05-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-29,Neha Sharma,Delhi-05,Delhi,6th,0
2024-05-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-05-31,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-01,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-03,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-07,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-10,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-14,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-16,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-17,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-19,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-20,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-25,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-26,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-29,Neha Sharma,Delhi-05,Delhi,6th,1
2024-06-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-01,Neha Sharma,Delhi-05,Delhi,6th,0
2024-07-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-03,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-07,Neha Sharma,Delhi-05,Delhi,6th,0
2024-07-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-10,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-14,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-16,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-17,Neha Sharma,Delhi-05,Delhi,6th,0
2024-07-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-19,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-20,Neha Sharma,Delhi-05,Delhi,6th,0
2024-07-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-25,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-26,Neha Sharma,Delhi-05,Delhi,6th,0
2024-07-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-29,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-07-31,Neha Sharma,Delhi-05,Delhi,6th,0
2024-08-01,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-03,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-07,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-08,Neha Sharma,Delhi-05,Delhi,6th,0
2024-08-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-10,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-14,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-16,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-17,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-19,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-20,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-25,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-26,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-27,Neha Sharma,Delhi-05,Delhi,6th,0
2024-08-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-29,Neha Sharma,Delhi-05,Delhi,6th,1
2024-08-30,Neha Sharma,Delhi-05,Delhi,6th,0
2024-08-31,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-01,Neha Sharma,Delhi-05,Delhi,6th,1
